columnas,rango_fechas,min_new_cases,max_new_cases,faltantes_new_cases_%,faltantes_people_vaccinated_%
5,2020-01-04 00:00:00 -> 2025-08-10 00:00:00,0.0,59470.0,0.0,0.0
